arm,pass,topology,scenario_id,agent,model,status,submitted,is_anomaly,outcome_score,fix_score,reasoning_score,tool_calls,in_tokens,cache_read_tokens,cache_write_tokens,out_tokens,cost_usd,wall_seconds
cex120,p1,Kath3,kath3-false-premise-locationA-outage,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,12,10,91619,20089,4469,0.175417,261.8
cex120,p1,Kath3,kath3-false-premise-locationA-outage,react-full,gpt-5,scored,True,True,0.0,,0.2333333333333333,36,34250,22272,0,11057,0.156167,474.1
cex120,p1,Kath3,kath3-false-premise-locationA-outage,sade,claude-sonnet-4-6,scored,True,True,0.3,,1.0,21,23,351002,45828,26298,0.677238,695.2
cex120,p1,Kath3,kath3-false-premise-locationC-isolated,cc-baseline,claude-sonnet-4-6,scored,True,False,0.7,,0.7333333333333334,26,13,201461,40803,17418,0.480296,520.1
cex120,p1,Kath3,kath3-false-premise-locationC-isolated,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,10,9456,36480,0,3122,0.0476,223.1
cex120,p1,Kath3,kath3-false-premise-locationC-isolated,sade,claude-sonnet-4-6,scored,True,True,0.0,,1.0,32,28,513917,64360,34917,0.924901,809.0
cex120,p1,Kath3,kath3-false-premise-rip-flapping,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,43,26,647206,57754,31169,0.8839,764.2
cex120,p1,Kath3,kath3-false-premise-rip-flapping,react-full,gpt-5,scored,True,False,0.7,,0.7333333333333334,60,35531,181888,0,17325,0.2404,483.5
cex120,p1,Kath3,kath3-false-premise-rip-flapping,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.8333333333333334,17,21,262933,37758,14599,0.445068,475.7
cex120,p1,Kath3,kath3-false-premise-router4-down,cc-baseline,claude-sonnet-4-6,scored,True,False,0.7,,0.9333333333333332,14,11,113547,20181,3556,0.168671,254.9
cex120,p1,Kath3,kath3-false-premise-router4-down,react-full,gpt-5,scored,True,False,1.0,,0.7999999999999999,7,5365,28032,0,3027,0.04048,206.0
cex120,p1,Kath3,kath3-false-premise-router4-down,sade,claude-sonnet-4-6,scored,True,True,0.3,,0.9,11,18,173875,30739,12197,0.355998,416.4
cex120,p1,Kath3,kath3-false-premise-vlan20-to-vlan10,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,12,10,94085,23715,5145,0.200033,249.6
cex120,p1,Kath3,kath3-false-premise-vlan20-to-vlan10,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,7,5860,43904,0,3918,0.051993,223.5
cex120,p1,Kath3,kath3-false-premise-vlan20-to-vlan10,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.9,25,23,394489,65153,36859,0.921295,844.2
cex120,p1,Kath3,kath3-laptop0-wrong-gateway-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9666666666666667,12,10,93238,19967,4357,0.17386,254.5
cex120,p1,Kath3,kath3-laptop0-wrong-gateway-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,0.3666666666666667,18,17759,72704,0,11036,0.141647,390.9
cex120,p1,Kath3,kath3-laptop0-wrong-gateway-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,13,18,179059,32573,13520,0.384352,443.2
cex120,p1,Kath3,kath3-router0-ripd-down-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9333333333333332,14,11,123179,25090,7379,0.247341,308.8
cex120,p1,Kath3,kath3-router0-ripd-down-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,0.9,12,33074,18560,0,6611,0.109772,312.6
cex120,p1,Kath3,kath3-router0-ripd-down-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9666666666666667,16,22,218885,33681,14346,0.412812,453.0
cex120,p1,Kath3,kath3-router1-ripd-down-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,13,10,104371,29430,11999,0.327257,384.5
cex120,p1,Kath3,kath3-router1-ripd-down-misdescribed,react-full,gpt-5,scored,True,False,0.3,1.0,0.4666666666666666,10,25630,45568,0,6589,0.103623,312.2
cex120,p1,Kath3,kath3-router1-ripd-down-misdescribed,sade,claude-sonnet-4-6,scored,True,True,0.3,0.0,0.6333333333333334,14,20,188917,29809,8588,0.302907,379.2
cex120,p1,Kath3,kath3-mswitch1-vlan10-trunk-misconfig-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,10,9,79254,25441,5999,0.214826,288.2
cex120,p1,Kath3,kath3-mswitch1-vlan10-trunk-misconfig-misdirected,react-full,gpt-5,scored,True,True,1.0,1.0,0.6666666666666666,8,18170,17408,0,4101,0.065898,239.6
cex120,p1,Kath3,kath3-mswitch1-vlan10-trunk-misconfig-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,17,20,236167,40974,11567,0.403702,395.6
cex120,p1,Kath3,kath3-router0-ripd-down-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,18,14,188172,36158,13157,0.395061,387.7
cex120,p1,Kath3,kath3-router0-ripd-down-misdirected,react-full,gpt-5,scored,True,True,0.3333333333333333,0.0,0.4666666666666666,26,20826,68224,0,15854,0.193101,421.8
cex120,p1,Kath3,kath3-router0-ripd-down-misdirected,sade,claude-sonnet-4-6,scored,True,True,0.3333333333333333,0.0,0.9333333333333332,27,26,652851,88650,53228,1.332401,1085.9
cex120,p1,Kath3,kath3-router4-r3-link-down-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9666666666666667,13,10,97726,22985,6741,0.222234,304.0
cex120,p1,Kath3,kath3-router4-r3-link-down-misdirected,react-full,gpt-5,scored,True,True,0.7666666666666666,1.0,0.7666666666666666,17,8822,65024,0,14368,0.162835,381.9
cex120,p1,Kath3,kath3-router4-r3-link-down-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,18,22,230223,36619,18429,0.488461,523.2
cex120,p1,Kath4,kath4-false-premise-campus-isolation,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,22,13,191402,37732,13938,0.411335,406.6
cex120,p1,Kath4,kath4-false-premise-campus-isolation,react-full,gpt-5,scored,True,False,0.7,,0.9,15,11336,75648,0,11309,0.136716,294.6
cex120,p1,Kath4,kath4-false-premise-campus-isolation,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,133086,27208,5359,0.225696,262.1
cex120,p1,Kath4,kath4-false-premise-gateway-flapping,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,53,28,1047312,117745,88398,2.085098,1703.1
cex120,p1,Kath4,kath4-false-premise-gateway-flapping,react-full,gpt-5,scored,True,False,1.0,,0.9,36,41458,109184,0,19408,0.259551,432.2
cex120,p1,Kath4,kath4-false-premise-gateway-flapping,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,16,20,220017,31719,8641,0.317943,355.6
cex120,p1,Kath4,kath4-false-premise-ospf-area-unstable,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,64,21,567928,59826,18148,0.67034,495.8
cex120,p1,Kath4,kath4-false-premise-ospf-area-unstable,react-full,gpt-5,scored,True,True,0.0,,0.43333333333333335,21,8650,23168,0,6958,0.083289,241.5
cex120,p1,Kath4,kath4-false-premise-ospf-area-unstable,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,28,28,377092,38577,10828,0.423631,386.6
cex120,p1,Kath4,kath4-false-premise-ospf-route-missing,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9,17,12,147251,26843,8289,0.272569,317.5
cex120,p1,Kath4,kath4-false-premise-ospf-route-missing,react-full,gpt-5,scored,True,False,1.0,,0.8666666666666667,13,12565,59264,0,8807,0.111184,288.7
cex120,p1,Kath4,kath4-false-premise-ospf-route-missing,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,12,20,233848,34855,10956,0.368622,365.1
cex120,p1,Kath4,kath4-false-premise-pc11-isolated,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,14,11,97305,17906,4720,0.170491,264.8
cex120,p1,Kath4,kath4-false-premise-pc11-isolated,react-full,gpt-5,scored,True,False,0.7,,0.9,4,7274,22656,0,2684,0.038765,189.5
cex120,p1,Kath4,kath4-false-premise-pc11-isolated,sade,claude-sonnet-4-6,scored,True,False,0.7,,1.0,10,15,134301,28098,7582,0.262762,322.7
cex120,p1,Kath4,kath4-false-premise-router16-core-down,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,21,15,162444,24468,6143,0.235969,285.2
cex120,p1,Kath4,kath4-false-premise-router16-core-down,react-full,gpt-5,scored,True,False,0.7,,0.7000000000000001,8,10510,19072,0,3774,0.053262,182.9
cex120,p1,Kath4,kath4-false-premise-router16-core-down,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,9,15,131196,27046,5301,0.223642,266.9
cex120,p1,Kath4,kath4-false-premise-sshswitch-svi-down,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,20,14,177104,29552,5756,0.253733,265.8
cex120,p1,Kath4,kath4-false-premise-sshswitch-svi-down,react-full,gpt-5,scored,True,False,1.0,,0.8333333333333334,5,7411,19200,0,3458,0.046244,187.0
cex120,p1,Kath4,kath4-false-premise-sshswitch-svi-down,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,13,18,175796,35277,12203,0.371472,390.9
cex120,p1,Kath4,kath4-false-premise-svi-intervlan,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,32,19,310163,36901,12083,0.416073,375.4
cex120,p1,Kath4,kath4-false-premise-svi-intervlan,react-full,gpt-5,scored,True,False,1.0,,0.7666666666666666,4,10054,28288,0,3059,0.046693,189.3
cex120,p1,Kath4,kath4-false-premise-svi-intervlan,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,129162,26958,4946,0.217424,264.7
cex120,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,23,13,172796,34303,12168,0.366386,360.8
cex120,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped,react-full,gpt-5,scored,True,False,1.0,,0.9,9,17420,48512,0,6018,0.088019,252.0
cex120,p1,Kath4,kath4-false-premise-switch4-trunk-vlan-dropped,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,18,22,280849,45166,18905,0.54063,500.5
cex120,p1,Kath4,kath4-router16-ospfd-down-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9,18,14,153351,30388,13491,0.365703,386.1
cex120,p1,Kath4,kath4-router16-ospfd-down-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,1.0,24,16051,62464,0,9319,0.121062,302.5
cex120,p1,Kath4,kath4-router16-ospfd-down-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,15,21,246147,41232,18144,0.504023,483.4
cex120,p1,Kath4,kath4-router7-r10-link-down-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9333333333333332,11,10,81752,19358,5878,0.18863,259.5
cex120,p1,Kath4,kath4-router7-r10-link-down-misdescribed,react-full,gpt-5,scored,True,True,0.35,0.0,0.39999999999999997,16,8907,26880,0,7535,0.089844,295.8
cex120,p1,Kath4,kath4-router7-r10-link-down-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9,19,23,282737,34075,9613,0.360178,357.8
cex120,p1,Kath4,kath4-sshswitch-vlan5-svi-down-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9333333333333332,14,11,120408,25974,8140,0.259028,304.3
cex120,p1,Kath4,kath4-sshswitch-vlan5-svi-down-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,0.8666666666666667,6,22841,45312,0,6320,0.097415,255.6
cex120,p1,Kath4,kath4-sshswitch-vlan5-svi-down-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,12,18,181555,32137,9772,0.324979,347.4
cex120,p1,Kath4,kath4-mswitch0-ospfd-down-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,30,16,354770,48539,25421,0.673162,601.3
cex120,p1,Kath4,kath4-mswitch0-ospfd-down-misdirected,react-full,gpt-5,scored,True,True,1.0,0.5,0.8333333333333334,11,21576,97408,0,17094,0.210086,382.3
cex120,p1,Kath4,kath4-mswitch0-ospfd-down-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,14,20,236900,43664,19958,0.537587,528.6
cex120,p1,Kath4,kath4-router16-ospfd-down-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,15,12,127670,21008,7518,0.23324,289.7
cex120,p1,Kath4,kath4-router16-ospfd-down-misdirected,react-full,gpt-5,scored,True,True,0.3333333333333333,0.0,0.3666666666666667,22,21277,62592,0,22700,0.26142,443.5
cex120,p1,Kath4,kath4-router16-ospfd-down-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,8,17,126938,25283,7577,0.249957,303.0
cex120,p1,Kath4,kath4-switch1-pc5-wrong-vlan-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,22,14,171879,22092,8484,0.265053,325.8
cex120,p1,Kath4,kath4-switch1-pc5-wrong-vlan-misdirected,react-full,gpt-5,scored,True,True,1.0,1.0,0.8333333333333334,7,11850,12928,0,3169,0.048119,213.9
cex120,p1,Kath4,kath4-switch1-pc5-wrong-vlan-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9666666666666667,22,21,292634,44352,20257,0.56137,551.0
cex120,p1,Kath5,kath5-false-premise-area4-virtual-link-collapsed,cc-baseline,claude-sonnet-4-6,scored,True,False,0.7,,0.9333333333333332,32,14,232094,52958,24361,0.635001,550.0
cex120,p1,Kath5,kath5-false-premise-area4-virtual-link-collapsed,react-full,gpt-5,scored,True,False,1.0,,0.7333333333333334,15,18298,13056,0,6736,0.091865,215.7
cex120,p1,Kath5,kath5-false-premise-area4-virtual-link-collapsed,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,21,28,367325,55737,29203,0.758663,668.3
cex120,p1,Kath5,kath5-false-premise-cross-core-outage,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9,24,16,207332,42507,18838,0.505538,473.7
cex120,p1,Kath5,kath5-false-premise-cross-core-outage,react-full,gpt-5,scored,True,False,1.0,,0.9,8,8784,3840,0,3003,0.04149,177.2
cex120,p1,Kath5,kath5-false-premise-cross-core-outage,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9,18,22,236974,53913,33135,0.771686,753.3
cex120,p1,Kath5,kath5-false-premise-eigrp-ospf-split,cc-baseline,claude-sonnet-4-6,scored,True,True,0.0,,0.5,15,14,151320,36761,10379,0.34031,337.2
cex120,p1,Kath5,kath5-false-premise-eigrp-ospf-split,react-full,gpt-5,scored,True,False,1.0,,0.8333333333333334,7,13335,16128,0,6323,0.081915,239.5
cex120,p1,Kath5,kath5-false-premise-eigrp-ospf-split,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.7666666666666666,15,17,154863,41060,16112,0.443498,443.5
cex120,p1,Kath5,kath5-false-premise-gateway-flapping,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,42,21,470076,52322,24118,0.700379,611.2
cex120,p1,Kath5,kath5-false-premise-gateway-flapping,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,23,12597,74624,0,11880,0.143874,320.6
cex120,p1,Kath5,kath5-false-premise-gateway-flapping,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,30,27,320798,30228,9479,0.353161,335.6
cex120,p1,Kath5,kath5-false-premise-pc0-cannot-reach-pc12,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,18,10,88706,23525,5083,0.192434,224.1
cex120,p1,Kath5,kath5-false-premise-pc0-cannot-reach-pc12,react-full,gpt-5,scored,True,False,1.0,,0.7999999999999999,9,14545,3840,0,3077,0.049431,165.7
cex120,p1,Kath5,kath5-false-premise-pc0-cannot-reach-pc12,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,17,19,176068,50986,32279,0.729593,727.4
cex120,p1,Kath5,kath5-false-premise-r6-backbone-crashed,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9333333333333332,29,13,182371,36623,9635,0.337888,324.9
cex120,p1,Kath5,kath5-false-premise-r6-backbone-crashed,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,15,15699,30976,0,6351,0.087006,209.3
cex120,p1,Kath5,kath5-false-premise-r6-backbone-crashed,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,27,25,331332,46752,22469,0.613101,554.1
cex120,p1,Kath5,kath5-false-premise-r7-region-missing,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9,16,12,140347,30355,12079,0.338474,352.5
cex120,p1,Kath5,kath5-false-premise-r7-region-missing,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,6,5461,8704,0,4355,0.051464,184.2
cex120,p1,Kath5,kath5-false-premise-r7-region-missing,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,33,31,622239,81429,55969,1.332986,1098.1
cex120,p1,Kath5,kath5-false-premise-route-flapping-latency,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,54,21,536290,58819,26575,0.781453,628.1
cex120,p1,Kath5,kath5-false-premise-route-flapping-latency,react-full,gpt-5,scored,True,False,1.0,,0.7999999999999999,73,43747,261504,0,27438,0.361752,610.0
cex120,p1,Kath5,kath5-false-premise-route-flapping-latency,sade,claude-sonnet-4-6,scored,True,True,0.3,,0.6666666666666666,25,25,386504,59764,34461,0.858358,774.1
cex120,p1,Kath5,kath5-false-premise-stub-summarization-loop,cc-baseline,claude-sonnet-4-6,scored,True,False,0.7,,0.8666666666666667,30,19,361999,58049,24372,0.693225,579.6
cex120,p1,Kath5,kath5-false-premise-stub-summarization-loop,react-full,gpt-5,scored,True,False,1.0,,0.8333333333333334,29,30801,144640,0,15896,0.215541,396.5
cex120,p1,Kath5,kath5-false-premise-stub-summarization-loop,sade,claude-sonnet-4-6,scored,True,True,0.0,,0.3333333333333333,14,21,171852,32494,24502,0.542306,576.2
cex120,p1,Kath5,kath5-r11-redistribute-eigrp-missing-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9,13,12,96721,25740,10950,0.291214,340.2
cex120,p1,Kath5,kath5-r11-redistribute-eigrp-missing-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,0.9333333333333332,26,17795,56064,0,10553,0.134782,323.7
cex120,p1,Kath5,kath5-r11-redistribute-eigrp-missing-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9666666666666667,19,22,181214,32229,11126,0.343556,385.4
cex120,p1,Kath5,kath5-r2-area4-stub-removed-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9666666666666667,10,9,51182,13719,3866,0.126159,252.8
cex120,p1,Kath5,kath5-r2-area4-stub-removed-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,0.6,17,9035,15744,0,5730,0.070562,266.0
cex120,p1,Kath5,kath5-r2-area4-stub-removed-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,12,20,147191,24296,5620,0.220968,317.4
cex120,p1,Kath5,kath5-r7-ospfd-down-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9666666666666667,14,11,100270,19882,5520,0.188827,277.8
cex120,p1,Kath5,kath5-r7-ospfd-down-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,0.9333333333333332,10,16938,3712,0,3879,0.060427,244.3
cex120,p1,Kath5,kath5-r7-ospfd-down-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,14,21,179400,27073,7734,0.272772,332.2
cex120,p1,Kath5,kath5-r3-r9-link-down-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,12,10,73988,19656,5828,0.184696,262.8
cex120,p1,Kath5,kath5-r3-r9-link-down-misdirected,react-full,gpt-5,scored,True,True,1.0,1.0,0.9333333333333332,19,17789,46336,0,7540,0.103428,278.7
cex120,p1,Kath5,kath5-r3-r9-link-down-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.8333333333333334,15,21,142450,22655,8124,0.250954,345.4
cex120,p1,Kath5,kath5-r6-ospfd-down-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,16,13,145520,22317,8259,0.252632,324.9
cex120,p1,Kath5,kath5-r6-ospfd-down-misdirected,react-full,gpt-5,scored,True,True,1.0,1.0,0.9333333333333332,28,18900,36864,0,11718,0.145413,345.6
cex120,p1,Kath5,kath5-r6-ospfd-down-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,13,20,151375,25705,7117,0.249969,339.6
cex120,p1,Kath5,kath5-r7-ospfd-down-misdirected,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,9,8,39849,17217,5162,0.155317,261.6
cex120,p1,Kath5,kath5-r7-ospfd-down-misdirected,react-full,gpt-5,scored,True,True,1.0,1.0,0.9333333333333332,9,10969,1920,0,3402,0.047971,226.1
cex120,p1,Kath5,kath5-r7-ospfd-down-misdirected,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9333333333333332,11,20,152958,26062,7178,0.252705,332.6
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-intermittent,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.7666666666666666,50,21,531145,213829,88360,2.287821,1664.0
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-intermittent,react-full,gpt-5,scored,True,True,0.6499999999999999,,0.43333333333333335,25,14153,108032,0,18269,0.213885,471.6
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-intermittent,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,101860,21013,3789,0.167383,224.9
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-resolution-healthy,cc-baseline,claude-sonnet-4-6,no_submission,False,,,,,53,24,630865,52134,29919,0.834727,635.0
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-resolution-healthy,react-full,gpt-5,scored,True,False,1.0,,1.0,12,7952,17152,0,4550,0.057584,184.9
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-dns-resolution-healthy,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,106853,22769,5259,0.197488,273.0
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-datacenter-isolated,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,0.8333333333333334,20,13,145449,28693,13183,0.350163,368.7
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-datacenter-isolated,react-full,gpt-5,scored,True,False,1.0,,0.9333333333333332,11,7755,15360,0,4625,0.057864,193.3
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-datacenter-isolated,sade,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,10,15,103231,21333,3673,0.167254,224.5
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-serverfarm-noreach,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8666666666666667,40,22,370900,37416,17994,0.522715,472.0
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-serverfarm-noreach,react-full,gpt-5,scored,True,False,1.0,,0.9,10,9460,23168,0,5863,0.073351,222.4
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-host1-serverfarm-noreach,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,103758,21446,3521,0.165564,227.0
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-ospf-core-flapping,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.8333333333333334,47,18,297473,39344,13214,0.4362,366.2
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-ospf-core-flapping,react-full,gpt-5,scored,True,False,1.0,,0.8333333333333334,37,28078,71168,0,20517,0.249164,366.1
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-ospf-core-flapping,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,17,20,175722,28224,8051,0.280541,291.4
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-serverfarm-unreachable,cc-baseline,claude-sonnet-4-6,scored,True,True,0.3,,0.8666666666666667,27,17,187349,34150,22303,0.520013,542.2
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-serverfarm-unreachable,react-full,gpt-5,scored,True,False,1.0,,0.9666666666666667,12,5219,16640,0,3651,0.045114,184.7
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-serverfarm-unreachable,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,9,15,107303,22413,4695,0.187885,248.0
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web-down,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,23,14,180885,29986,19285,0.457151,463.7
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web-down,react-full,gpt-5,scored,True,True,0.3,,0.9333333333333332,15,14405,16896,0,8691,0.107028,444.6
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web-down,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,103671,21549,3524,0.165931,220.9
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web1-down,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,0.9666666666666667,25,14,170837,28314,12090,0.339979,349.2
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web1-down,react-full,gpt-5,scored,True,False,1.0,,0.9,12,5326,13440,0,6378,0.072118,331.3
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web1-down,sade,claude-sonnet-4-6,scored,True,False,0.7,,1.0,10,15,103883,21489,4076,0.174087,239.3
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web23-unreachable,cc-baseline,claude-sonnet-4-6,scored,True,False,1.0,,1.0,32,19,287545,31188,10368,0.359957,326.2
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web23-unreachable,react-full,gpt-5,scored,True,False,1.0,,1.0,11,6530,14080,0,4730,0.057223,245.8
cex120,p1,ospf_enterprise_static,ospf-enterprise-false-premise-web23-unreachable,sade,claude-sonnet-4-6,scored,True,False,1.0,,1.0,10,15,105765,21935,3945,0.174357,224.8
cex120,p1,ospf_enterprise_static,ospf-enterprise-core1-ospfd-down-misdescribed,cc-baseline,claude-sonnet-4-6,scored,True,True,1.0,1.0,0.9333333333333332,19,15,127760,21997,10406,0.278096,324.8
cex120,p1,ospf_enterprise_static,ospf-enterprise-core1-ospfd-down-misdescribed,react-full,gpt-5,scored,True,True,1.0,1.0,0.9666666666666667,18,21530,38016,0,16943,0.201095,388.9
cex120,p1,ospf_enterprise_static,ospf-enterprise-core1-ospfd-down-misdescribed,sade,claude-sonnet-4-6,scored,True,True,1.0,1.0,1.0,11,18,134202,28882,13840,0.357376,397.1
